ID,00:08:30:B7:05:62,00:08:30:D7:B8:10,00:08:30:D7:B8:12,00:08:30:E5:30:F4,00:08:30:E5:3E:04,00:08:30:E5:53:40,00:08:30:E5:53:41,00:08:30:E5:53:42,00:08:30:E5:53:43,00:08:30:E5:53:44,00:08:30:E5:7F:E1,00:08:30:E5:7F:E2,00:08:30:E5:7F:E3,00:08:30:E5:7F:E4,00:08:30:E5:9A:23,0C:4B:54:C4:06:9B,3E:2E:F9:D7:B0:9A,44:C3:46:19:93:51,48:7D:2E:20:78:99,5C:83:8F:8F:FD:F0,5C:83:8F:8F:FD:F1,5C:83:8F:8F:FD:F2,5C:83:8F:8F:FD:F4,68:BC:0C:07:24:D0,68:BC:0C:07:24:D1,68:BC:0C:07:24:D2,68:BC:0C:07:24:D3,68:BC:0C:07:24:D4,68:BC:0C:0A:C0:C1,68:BC:0C:0A:D4:E0,68:BC:0C:0A:D4:E1,68:BC:0C:0A:D4:E2,68:BC:0C:0A:D4:E3,68:BC:0C:0A:D4:E4,68:BC:0C:0A:DD:A0,68:BC:0C:0A:DD:A2,68:BC:0C:0A:DD:A3,68:BC:0C:0A:DD:A4,9C:D3:6D:A3:B4:32,DC:EE:06:91:61:D1,E0:B9:4D:36:55:53,EE:D0:9F:57:41:D1,00:08:30:E5:30:F1,00:08:30:E5:3E:00,00:08:30:E5:3E:02,00:08:30:E5:3E:03,00:08:30:E5:7F:E0,60:C5:A8:E1:3D:29,78:54:2E:F0:39:58,DC:FE:18:C6:C4:59,EC:26:CA:38:DB:DC,00:08:30:D7:AD:43,00:08:30:D7:B8:13,00:08:30:D7:B8:14,00:08:30:D7:C3:54,00:08:30:D7:E9:50,00:08:30:E5:30:F3,0C:4B:54:B5:ED:FA,68:BC:0C:07:03:90,68:BC:0C:07:03:91,68:BC:0C:07:03:93,68:BC:0C:07:03:94,00:08:30:D7:99:71,00:08:30:D7:99:72,00:08:30:D7:99:74,00:08:30:D7:B8:11,00:08:30:D7:DB:23,44:C3:46:19:93:89,5C:83:8F:8F:FD:F3,68:BC:0C:07:22:E0,68:BC:0C:07:22:E3,6C:B0:CE:42:51:7C,00:08:30:D7:99:70,00:08:30:D7:C3:50,A8:15:4D:3B:D9:8C,FA:34:41:E1:17:F7,00:08:30:D7:AD:42,00:08:30:D7:B8:42,00:08:30:D7:DB:20,14:75:90:4A:B6:8A,00:08:30:D7:E9:51,00:08:30:D7:E9:52,00:08:30:D7:62:F1,00:08:30:D7:99:73,00:08:30:D7:AD:44,00:08:30:D7:B8:40,00:08:30:E5:0B:A1,00:08:30:E5:3E:01,00:08:30:D7:65:10,00:08:30:D7:65:11,00:08:30:D7:65:12,00:08:30:D7:65:13,00:08:30:D7:AD:40,00:08:30:D7:AD:41,00:08:30:E5:0B:A2,00:08:30:E5:9A:24,00:08:30:B7:05:60,00:08:30:B7:05:64,00:08:30:D7:DB:21,00:08:30:D7:DB:22,00:08:30:D7:DB:24,00:08:30:E5:3D:D1,00:08:30:E5:3D:D4,00:08:30:B7:05:61,00:08:30:B7:05:63,00:08:30:E5:0B:A0,00:08:30:E5:0B:A3,68:BC:0C:0A:C0:C0,68:BC:0C:0A:C0:C2,00:08:30:D7:62:F0,00:08:30:D7:62:F3,00:08:30:D7:62:F4,00:08:30:D7:65:14,00:08:30:E5:0B:A4,68:BC:0C:0A:C0:C4,68:BC:0C:0A:E6:90,68:BC:0C:0A:E6:94,68:BC:0C:07:22:E1,68:BC:0C:0A:B0:73,68:BC:0C:0A:B0:74,68:BC:0C:0A:E6:93,00:08:30:D7:62:F2,00:08:30:D7:B8:43,00:08:30:D7:E9:53,00:08:30:E5:02:B1,00:08:30:E5:02:B3,68:BC:0C:07:22:E2,68:BC:0C:0A:E6:92,5C:83:8F:3C:6E:52,68:BC:0C:0A:B0:71,68:BC:0C:0A:E6:91,00:08:30:B7:00:A2,00:08:30:E5:02:B2,68:BC:0C:07:22:E4,00:08:30:B7:00:A4,00:08:30:D7:B8:41,00:08:30:D7:B8:44,00:08:30:E5:30:F0,5C:83:8F:3C:6E:53,5C:83:8F:3C:6E:54,00:08:30:D7:5F:B1,00:08:30:D7:E9:54,00:08:30:E5:3D:83,00:08:30:E5:3D:84,00:08:30:B7:00:A1,00:08:30:B7:00:A3,00:08:30:D7:C3:51,5C:83:8F:3C:6E:50,5C:83:8F:3C:6E:51,68:BC:0C:07:17:A4,E2:CC:F8:06:03:45,00:08:30:B7:00:A0,00:08:30:E5:3B:61,00:08:30:E5:4B:90,00:08:30:E5:4B:93,00:08:30:E5:4B:92,00:08:30:E5:4B:94,68:BC:0C:0A:C0:C3,00:08:30:D7:C3:53,00:08:30:D7:C3:52,68:BC:0C:07:17:A0,68:BC:0C:07:17:A1,68:BC:0C:07:32:30,34:23:87:9A:E9:D9,68:BC:0C:07:17:A3,68:BC:0C:07:32:34,68:BC:0C:0A:D7:00,68:BC:0C:0A:D7:03,68:BC:0C:0A:D7:02,C0:61:18:3F:80:20,FA:34:41:E1:1A:8B,00:08:30:E5:4B:91,68:BC:0C:0A:D7:01,6E:B0:CE:42:51:7D,00:08:30:D7:B0:B2,00:08:30:D7:BF:D0,00:08:30:E5:3B:60,00:08:30:E5:3B:64,68:BC:0C:07:32:32,00:08:30:E5:3B:62,00:08:30:E5:3B:63,68:BC:0C:0A:D7:04,9E:DA:3E:9D:BA:9D,38:22:D6:A7:DA:D0,00:08:30:D7:BF:D2,00:08:30:D7:BF:D3,00:08:30:D7:BF:D4,00:08:30:D7:B0:B0,00:08:30:D7:BF:D1,D6:25:8B:F1:68:E6,00:08:30:D7:A5:90,00:08:30:D7:A5:91,00:08:30:D7:B0:B3,46:03:2C:D4:E4:A0,00:08:30:D7:A5:93,00:08:30:E5:39:72,00:08:30:D7:A5:92,00:08:30:D7:B0:B4,68:BC:0C:0A:F0:E0,5C:83:8F:77:6E:71,00:08:30:D7:A5:94,00:08:30:D7:B0:B1,68:BC:0C:0A:F0:E1,68:BC:0C:0A:F0:E2,68:BC:0C:0A:F0:E3,68:BC:0C:0A:F0:E4,00:08:30:E5:30:F2,00:08:30:E5:39:73,4C:AC:0A:0C:2E:41,00:08:30:D7:92:20,00:08:30:D7:92:22,00:08:30:D7:92:23,00:08:30:D7:92:24,00:08:30:D7:AC:E0,00:08:30:D7:AC:E3,88:25:93:5F:A7:32,8E:99:4B:00:B6:C8,B8:08:D7:E0:C7:A2,0C:4B:54:B5:EF:B6,24:F2:7F:C3:60:41,24:F2:7F:C3:60:44,3C:CE:73:70:EF:80,3C:CE:73:70:EF:84,BC:46:99:62:C6:23,68:BC:0C:07:03:92,68:BC:0C:0A:DD:A1,00:08:30:E5:9A:21,32:F7:72:53:5E:9A,8A:78:73:C3:D8:4F,00:08:30:E5:3D:D2,AE:ED:5C:A8:F3:45,00:08:30:E5:3D:D0,00:08:30:E5:9A:22,00:08:30:E5:02:B4,00:08:30:E5:02:B0,68:BC:0C:0A:B0:70,68:BC:0C:0A:B0:72,68:BC:0C:07:17:A2,68:BC:0C:0A:AF:20,68:BC:0C:0A:AF:24,00:08:30:E5:39:71,00:08:30:E5:39:74,00:08:30:D7:92:21,4C:AC:0A:0C:2F:95,5E:AC:0A:0C:2F:95,6E:AC:0A:0C:2F:95,24:F2:7F:C3:60:43,24:F2:7F:C3:5F:41,24:F2:7F:C3:5F:44,F0:B4:29:25:C5:7D,00:08:30:E5:39:70,20:DC:E6:B4:2C:DA,68:BC:0C:0A:AF:21,68:BC:0C:0A:AF:23,20:6B:E7:C4:DF:79,68:BC:0C:0A:AF:22,30:FC:68:BB:6E:ED,F4:83:CD:55:10:93,00:08:30:D7:AC:E4,00:0C:43:E1:76:28,00:23:89:D0:CB:40,68:BC:0C:07:09:E1,B4:0F:3B:C5:F3:31,00:08:30:D7:AC:E1,00:08:30:E5:2D:83,F0:B4:29:F1:98:2E,68:BC:0C:07:09:E0,68:BC:0C:07:09:E2,68:BC:0C:07:09:E3,68:BC:0C:07:09:E4,C4:CA:D9:6D:CC:F0,C4:CA:D9:6D:CC:F1,F2:B4:29:F0:98:2E,F8:D0:27:F3:EE:30,30:B4:9E:71:A6:1B,B8:62:1F:53:72:0D,00:08:30:E4:D2:F2,00:08:30:E4:D2:F4,00:08:30:E5:5D:C1,00:08:30:E5:5D:C4,8E:99:4B:00:B5:DC,00:08:30:E4:D2:F0,00:08:30:E4:D2:F3,30:FC:68:90:C5:D8,00:08:30:A7:85:90,00:08:30:A7:85:91,00:08:30:A7:85:93,00:08:30:E5:5D:C3,00:23:89:C4:EE:D0,00:26:99:74:5D:94,14:CC:20:53:97:DC,BC:46:99:34:A6:DA,BA:C1:11:7E:F7:21,20:6B:E7:4B:01:89,00:34:CB:54:CD:00,00:34:CB:68:D7:5F,38:22:D6:55:54:20,F4:83:CD:89:5E:4E,30:FC:68:8D:40:B6,00:08:30:E5:5D:C2,00:08:30:E4:D2:F1,00:08:30:E5:5D:C0,C4:04:15:88:5A:97
60,-71.6875,-68,-72,0,-71,-63.3,-62.2,-63,-63.2,-63.75,0,-69.5,0,0,0,0,-78.5,-79,0,-65,-65,-65.4,-64.2,-62.05,-63.3,-65.1,-62.9,-62.6,0,0,0,0,0,0,0,0,0,0,-78.5,-70.1,0,0,0,-75.4,-73.1,-71.125,-68.2,-75.65,-86.25,0,0,-73.6,-72,-70.7,0,0,0,-87,0,0,0,0,-67.25,-66,-66.55,-70.35,-76,0,-64.5,0,0,0,-66.2,0,0,0,0,0,0,-88.5,0,0,0,-64.4,-72.5,0,-66.55,-71,0,0,-74.8571,0,0,0,-68.35,0,0,0,0,-71,-72.3,0,-73,0,-70.6,-69.45,-70.3333,0,0,0,0,0,0,-68.3,0,-71,0,0,0,0,-71,0,0,0,0,0,0,-70.1,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-71.85,0,0,0,-71,-58.1,-58.2,-58.05,-58.1,-58.6,-70,0,0,-71,0,0,-78.75,-78.8,0,-63.85,-62.85,-63.7,-63.6,-61.75,-62.05,-62.45,-61.4444,-61.1667,0,0,0,0,0,0,0,0,0,0,-78,-67.65,0,0,0,0,0,0,0,-72.85,0,0,0,-72.2222,0,-70.125,0,0,0,0,0,0,0,0,-67.9444,-66,-65.45,-69.875,0,0,-62.45,0,0,0,-66.3125,0,0,-69.35,-72.6667,0,0,0,0,0,0,-64,-71,0,-66,0,0,0,0,0,-72,-72.6667,-67.9375,0,0,-72,0,0,0,0,0,-71,0,-68.45,-66.75,-72,0,0,0,0,0,-68.4,0,0,0,0,0,0,-70,0,0,0,0,0,0,-70,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-68.8125,-70.3,0,0,-72,-60,-58.35,-60.85,-59.6,-59.15,0,-69.85,-70,-69.3,0,0,-82,0,0,-65.4,-66.45,-65.4,-65.5,-64.1,-61.2,-64.7,-64.5,-64,0,0,0,0,0,0,0,0,0,0,-79,-64.25,0,0,0,0,0,0,-71.2,-69.3,-78.65,0,0,-72,-73.15,-73,0,-76.5,0,0,0,0,0,0,-68.45,-68.1,-67.25,0,-71.375,-87.4,-66.05,0,0,0,-68.45,0,0,-75.85,-71,0,-72.2,0,0,0,-76.45,-67.9,-70.5,0,0,0,-69,-69.8,-71,-71.4,-71,-71.25,-70.8,0,-68.05,-70.1,-72,0,-72.15,0,0,-69.8889,0,-69.9,0,0,0,-76,0,-76,-71.75,-73.75,0,-72.7,0,0,0,0,0,-75.85,0,-76.5,0,0,0,0,0,0,0,0,0,0,0,-74.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-67.05,-70,0,0,0,-54.45,-54.4,-54.65,-54.6,-54.7,0,-69.45,-70,-67.4,0,0,-82.5,-87,0,-67.3,-69.6,-65.75,-66.55,-62.5,-61.45,-63.25,-63.2,-63.35,0,0,0,0,0,-76,0,0,0,0,-79,-65.35,-87,0,0,0,0,0,0,-68.8,0,0,0,-72,-72,0,0,-76.5,0,0,0,0,0,0,0,-70.5,-68.05,0,-71,0,-68.45,0,0,0,0,0,0,0,-70.7,0,-72,0,0,-76.5,0,0,-69.4,0,-71.5,0,-68.3,-68.4,-69.25,-70.6,-71,-71.3,-71.5,0,-67.85,-67.4444,0,-72,-72,0,0,-68.2,-67.55,0,0,0,0,0,0,0,-69.8,0,0,-72.4,0,0,0,0,0,0,0,0,0,0,0,-71.3333,0,0,0,0,-76,0,0,-76.5,-76,0,0,0,0,-76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-67.7,0,0,0,-74.45,-55.6,-54.35,-55.5,-55.25,-56,-70,-69.9,-70.45,-68.7778,0,0,-91,-86.55,0,-68.7,-69.35,-65.4,-64.9444,-63,-62.95,-64,-64.15,-63.95,0,-76,-75.7778,0,0,0,0,0,0,0,-79,-63.4,-82.5556,0,0,-75.5,-74,-73.1,-70.25,-73.7,-88.5,0,0,-71.3,0,0,0,0,0,0,0,0,0,0,-69.2,-69.6111,0,0,0,0,-68.25,-76,0,0,0,0,0,0,-72.45,0,0,0,0,0,0,-67.5,-71.55,0,-71.75,-70.75,-68.6,-68,-70.15,-69.1,-71.35,-71.9,-72,0,-68.6,-66.875,0,0,0,0,0,-67.1,-68,-71.2222,0,0,0,-76,0,0,-69.7,0,0,-74.6,0,0,0,0,-75.25,-76.45,0,0,0,0,-75.25,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-68.2222,0,0,0,0,-50.5,-50.2,-50.95,-50.2,-50.5,-70,-70.45,-70.15,-70,0,0,-78.5,-86.35,0,0,0,0,-69,-64.55,-63.55,-64.3,-64.45,-63.6,0,0,0,0,0,0,0,0,0,0,0,-68.65,0,0,0,-76.1,-75.8,-75.6111,-70.15,-76.1,0,0,0,-69.3,0,0,0,0,0,0,0,0,0,0,0,-68.15,-68.05,0,0,-77,-68.8333,-76,0,0,-68,0,0,0,-70.95,-72,0,0,0,0,0,-67.6,-70,-71.125,-70.45,-76.5,-71.45,-69.5625,-72,-69.375,-70.5,-70.5,0,0,-68.8333,-66.45,0,0,0,0,0,-66.8,-67.9,0,0,0,0,0,0,0,-71,-70,0,0,0,-76,0,0,0,0,-75.75,0,0,0,-75.75,0,0,0,0,0,0,0,0,-72.8889,-71.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-64.2,0,0,0,0,-57.45,-58.25,-57.95,-57.05,-58.25,0,0,0,0,0,0,-74,-80.6,0,-70.5,0,0,0,-60.3,-59.6,-59.2,-60.45,-58.1,0,0,0,0,0,0,0,0,0,0,-81,-64.1,0,0,0,-72,0,-75.3889,0,-70.95,0,0,0,-70.2,0,0,0,0,0,0,0,0,0,0,-66.65,-67.5,-67.4,0,-76.55,0,0,0,-71.7222,0,-67.2778,0,0,0,-71.05,-71.9,0,0,0,0,-76.1667,-65.5,-70.8,-70.4,0,-74.8333,0,0,0,-67,-70.8,-70,0,0,-68.1,-68,0,0,0,0,0,-68.45,0,0,0,0,0,0,0,0,0,0,0,-70.95,-71,-71,0,-76,-70.3,-73,-70.4,0,0,0,-71,-73.3,0,0,-74,0,0,-70.6,0,0,-70.8889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-71.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-69,0,0,0,0,-58,-57.3,-56.8,-56.35,-58.2,0,0,0,-71,0,0,-60,-79,0,0,0,-71,0,-57.15,-57.1,-58.35,-59.1,-57.4,0,0,0,0,0,0,0,0,0,0,0,-58.85,0,0,0,0,-71,-70.45,0,-72.25,0,0,0,-69.95,0,0,0,0,0,0,0,0,0,0,0,0,-68.6,0,0,-79,-71,-69.25,0,0,-70.35,0,0,0,-70.35,-70.15,0,0,0,0,0,0,-70.1,-70,0,-71.35,-66.35,-65.45,-67.15,-64.5,-69.95,-70.3,0,0,-70.3,-71,0,0,0,0,0,-71.25,-69,0,0,0,0,0,0,0,-66.35,0,0,-70.65,0,0,0,0,-69.55,0,-70,0,0,0,-66.9,-73.1,0,0,-73.35,-73.2,0,-69.35,-72,-70,-70,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,-71.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-72,0,0,0,-71,-57.9,-58.4,-58.45,-59.15,-58.4,0,0,-72,0,0,0,-73,-81.25,0,-70,-70,-70.4,-70,-60.6,-59.65,-60.55,-61.65,-61.35,0,0,0,0,0,0,0,0,0,0,0,-61.1,0,0,-69,-74.1875,-71,-69,0,-72.15,0,0,0,-70.75,0,0,0,0,0,0,0,0,0,0,-70,-68.95,0,0,0,-79,0,-66.5,-66.9,0,-68,0,0,0,-70.5,-69.9,0,0,0,0,0,-69.3,-70.3,-70,0,-70.0625,-68.55,-69.85,-70.45,-70.95,-70.5,-71.8,0,0,-70.95,-71.8,0,0,0,0,0,-71.6667,0,0,0,0,0,0,-70.5,-71.65,-70.7,0,0,-70.3333,-71.55,-65,0,0,-69,-74.7,-69.25,0,0,0,-65.85,-72.05,0,0,-71.55,-71,0,-65.9,-72,-69.15,-70,0,0,0,0,0,0,0,-71,-70.9,0,0,0,0,-77,-70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72.8,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-72,0,0,0,-70.85,-56.55,-56.6,-56.45,-56.2,-56.2,0,0,0,0,0,0,-78,-82.6,0,0,0,0,0,-61.5,-60.05,-61.7,-61.2,-61.55,0,0,0,0,0,0,0,0,0,0,0,-57.75,0,0,0,-71.35,-71.1,0,0,-71.3,0,0,0,-71.6875,0,0,0,0,0,0,0,0,0,0,-69.8,-66.0556,0,0,0,0,0,-72,-68.55,0,-66.2222,0,0,0,-72.05,-69,0,0,0,0,-74.85,-69.05,-72,-69.7,0,-68,-67.75,-70.05,-69,-68.45,-71.5,-71.2,0,0,-71,0,0,0,0,0,0,0,-72.7,0,0,0,0,-73,-73.5,-71.85,-69.05,-72,0,-69.3,-69.6,-65.4444,0,0,-68.6667,-72,-68.95,0,0,0,-67.75,-70.05,0,0,-69.6,0,0,-68.05,0,-69.6,-69.7,0,0,0,0,0,0,0,-71,-70.4375,0,0,0,0,0,-70.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,-69.5,-53.15,-53.85,-53.45,-52.3,-53.35,0,0,0,0,0,0,0,0,0,-72,0,0,0,-56.4,-56.05,-56.35,-58.95,-57.55,0,0,0,0,0,0,0,0,0,0,-80.3889,-54.05,0,0,0,-70.55,-69.65,-69.95,0,-70.55,0,0,0,-71.05,0,0,0,0,0,0,0,0,0,0,-69.125,0,0,0,0,0,0,0,-70.1111,0,-70,0,0,0,-70.9,0,0,0,0,0,0,-68.45,-70.3333,-69,0,-67.2,-66,-65.5,-66.35,-66.9,-70.15,0,0,0,0,-72,0,0,0,0,0,-69.2222,0,0,0,0,-72,0,-72.55,0,-68.05,0,0,-68.4,-68.4,-70,0,0,0,-71.625,-69,0,0,0,0,-68.35,0,0,-68.6111,0,0,-71.2222,0,-70,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,-53.8,-53.25,-53.8,-53.55,-53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.25,-52.3,-52.1111,0,-51.45,0,0,0,0,0,0,0,0,0,0,0,-59.05,0,0,0,0,-71,0,0,-73.5,0,0,0,-66.3125,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,-70.5556,0,0,0,0,0,-66.75,-69.4375,0,0,0,0,0,0,-66.8,0,0,0,-62.9,-60.5,0,-62.7778,-66.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.8889,0,0,-62.6111,0,0,0,0,0,0,0,-66.2,0,-69.3333,0,0,0,0,-66.9,0,0,-64.4375,0,0,0,0,-70,-69,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
